Store,Date,Weekly_Sales,IsHoliday
12,24-06-2011,73040.76,FALSE
12,01-07-2011,73940.21,FALSE
12,08-07-2011,76780,FALSE
12,15-07-2011,75649.5,FALSE
12,22-07-2011,73804.53,FALSE
12,29-07-2011,71323.69,FALSE
12,05-08-2011,78429.24,FALSE
12,12-08-2011,73729.52,FALSE
12,19-08-2011,74825.6,FALSE
12,26-08-2011,76451.8,FALSE
12,02-09-2011,83335.24,FALSE
12,09-09-2011,76787.08,TRUE
12,16-09-2011,76625.37,FALSE
12,23-09-2011,73208.99,FALSE
12,30-09-2011,72323.14,FALSE
12,07-10-2011,74250.24,FALSE
12,14-10-2011,71607.93,FALSE
12,21-10-2011,75099.67,FALSE
12,28-10-2011,71923.04,FALSE
12,04-11-2011,73685.66,FALSE
12,11-11-2011,76102.74,FALSE
12,18-11-2011,70157.42,FALSE
12,25-11-2011,73802.84,TRUE
12,02-12-2011,74780.56,FALSE
12,09-12-2011,73061.15,FALSE
12,16-12-2011,80910.05,FALSE
12,23-12-2011,91133.66,FALSE
12,30-12-2011,73235.42,TRUE
12,06-01-2012,74202.63,FALSE
12,13-01-2012,73171.67,FALSE
12,20-01-2012,71450.95,FALSE
12,27-01-2012,73280.44,FALSE
12,03-02-2012,81788.91,FALSE
12,10-02-2012,88331.55,TRUE
12,17-02-2012,83400.46,FALSE
12,24-02-2012,83562.08,FALSE
12,02-03-2012,83119.53,FALSE
12,09-03-2012,82428.76,FALSE
12,16-03-2012,81436.84,FALSE
12,23-03-2012,80035.28,FALSE
12,30-03-2012,79337.57,FALSE
12,06-04-2012,82701.99,FALSE
12,13-04-2012,81975.7,FALSE
12,20-04-2012,77439.94,FALSE
12,27-04-2012,79826.7,FALSE
12,04-05-2012,81374.32,FALSE
12,11-05-2012,78912.29,FALSE
12,18-05-2012,77251.75,FALSE
12,25-05-2012,79834.59,FALSE
12,01-06-2012,76278.6,FALSE
12,08-06-2012,85160.11,FALSE
12,15-06-2012,80720.26,FALSE
12,22-06-2012,77376.99,FALSE
12,29-06-2012,77061.55,FALSE
12,06-07-2012,80195.75,FALSE
12,13-07-2012,79236.66,FALSE
12,20-07-2012,78081.45,FALSE
12,27-07-2012,76008.49,FALSE
12,03-08-2012,78226.82,FALSE
12,10-08-2012,78555.3,FALSE
12,17-08-2012,77949.05,FALSE
12,24-08-2012,79476.87,FALSE
12,31-08-2012,80800.52,FALSE
12,07-09-2012,76954.26,TRUE
12,14-09-2012,73237.2,FALSE
12,21-09-2012,72639.45,FALSE
12,28-09-2012,73447.25,FALSE
12,05-10-2012,77695.14,FALSE
12,12-10-2012,70345.66,FALSE
12,19-10-2012,72884.73,FALSE
12,26-10-2012,73961.07,FALSE
13,05-02-2010,75275.87,FALSE
13,12-02-2010,71615.26,TRUE
13,19-02-2010,73914.37,FALSE
13,26-02-2010,74581.56,FALSE
13,05-03-2010,77597.26,FALSE
13,12-03-2010,73022.88,FALSE
13,19-03-2010,72451.59,FALSE
13,26-03-2010,70306.62,FALSE
13,02-04-2010,75052.21,FALSE
13,09-04-2010,72228.5,FALSE
13,16-04-2010,73340.71,FALSE
13,23-04-2010,74742.11,FALSE
13,30-04-2010,72596.6,FALSE
13,07-05-2010,78203.56,FALSE
13,14-05-2010,71147.9,FALSE
13,21-05-2010,72415.83,FALSE
13,28-05-2010,72030.75,FALSE
13,04-06-2010,76227.74,FALSE
13,11-06-2010,78207.8,FALSE
13,18-06-2010,75117.86,FALSE
13,25-06-2010,72443.22,FALSE
13,02-07-2010,75288.2,FALSE
13,09-07-2010,72359.92,FALSE
13,16-07-2010,75014.72,FALSE
13,23-07-2010,78833.03,FALSE
13,30-07-2010,75543.99,FALSE
13,06-08-2010,79528.58,FALSE
13,13-08-2010,75858.43,FALSE
13,20-08-2010,80919.57,FALSE
13,27-08-2010,81797.44,FALSE
13,03-09-2010,77356.92,FALSE
13,10-09-2010,74876.36,TRUE
13,17-09-2010,72818.88,FALSE
13,24-09-2010,72415.27,FALSE
13,01-10-2010,73668.6,FALSE
13,08-10-2010,77066.03,FALSE
13,15-10-2010,68381.46,FALSE
13,22-10-2010,70734.22,FALSE
13,29-10-2010,68210.04,FALSE
13,05-11-2010,72903.92,FALSE
13,12-11-2010,71268.41,FALSE
13,19-11-2010,69762.16,FALSE
13,26-11-2010,73439.45,TRUE
13,03-12-2010,72907.24,FALSE
13,10-12-2010,81525.32,FALSE
13,17-12-2010,87747.57,FALSE
13,24-12-2010,116983.74,FALSE
13,31-12-2010,59531.78,TRUE
13,07-01-2011,69822.04,FALSE
13,14-01-2011,68378.96,FALSE
13,21-01-2011,71098.47,FALSE
13,28-01-2011,65817.89,FALSE
13,04-02-2011,74186.82,FALSE
13,11-02-2011,72493.68,TRUE
13,18-02-2011,77105.91,FALSE
13,25-02-2011,79202.26,FALSE
13,04-03-2011,80122.54,FALSE
13,11-03-2011,74787.04,FALSE
13,18-03-2011,76219.76,FALSE
13,25-03-2011,75721.97,FALSE
13,01-04-2011,73494.44,FALSE
13,08-04-2011,72537.87,FALSE
13,15-04-2011,74807.34,FALSE
13,22-04-2011,75058.21,FALSE
13,29-04-2011,72081.06,FALSE
13,06-05-2011,78817.79,FALSE
13,13-05-2011,72604.19,FALSE
13,20-05-2011,71473.71,FALSE
13,27-05-2011,70677.1,FALSE
13,03-06-2011,76515.61,FALSE
13,10-06-2011,71881.78,FALSE
13,17-06-2011,76412.99,FALSE
13,24-06-2011,71861.41,FALSE
13,01-07-2011,73419.72,FALSE
13,08-07-2011,78802.42,FALSE
13,15-07-2011,76871.03,FALSE
13,22-07-2011,77768.8,FALSE
13,29-07-2011,76452.57,FALSE
13,05-08-2011,83048.59,FALSE
13,12-08-2011,73515.43,FALSE
13,19-08-2011,78003.18,FALSE
13,26-08-2011,82300.83,FALSE
13,02-09-2011,79483.41,FALSE
13,09-09-2011,73704.45,TRUE
13,16-09-2011,76293.43,FALSE
13,23-09-2011,75033.57,FALSE
13,30-09-2011,75553.76,FALSE
13,07-10-2011,80885.78,FALSE
13,14-10-2011,73460.3,FALSE
13,21-10-2011,73779.76,FALSE
13,28-10-2011,71394.51,FALSE
13,04-11-2011,74392.8,FALSE
13,11-11-2011,77504.59,FALSE
13,18-11-2011,72100.42,FALSE
13,25-11-2011,74229.96,TRUE
13,02-12-2011,70528.75,FALSE
13,09-12-2011,86435.89,FALSE
13,16-12-2011,97917.66,FALSE
13,23-12-2011,131234.4,FALSE
13,30-12-2011,73150.4,TRUE
13,06-01-2012,76664.76,FALSE
13,13-01-2012,73060.61,FALSE
13,20-01-2012,72312.23,FALSE
13,27-01-2012,68333.82,FALSE
13,03-02-2012,76526.7,FALSE
13,10-02-2012,75615.67,TRUE
13,17-02-2012,78639.8,FALSE
13,24-02-2012,79672.74,FALSE
13,02-03-2012,79378.23,FALSE
13,09-03-2012,79275.28,FALSE
13,16-03-2012,76149.98,FALSE
13,23-03-2012,73167.31,FALSE
13,30-03-2012,75263.65,FALSE
13,06-04-2012,79088.26,FALSE
13,13-04-2012,73437.93,FALSE
13,20-04-2012,76918.57,FALSE
13,27-04-2012,73656.43,FALSE
13,04-05-2012,78176.35,FALSE
13,11-05-2012,74920.18,FALSE
13,18-05-2012,77325.98,FALSE
13,25-05-2012,76205.51,FALSE
13,01-06-2012,76874.5,FALSE
13,08-06-2012,80727.87,FALSE
13,15-06-2012,78858.95,FALSE
13,22-06-2012,81191.9,FALSE
13,29-06-2012,79395.31,FALSE
13,06-07-2012,80313.34,FALSE
13,13-07-2012,78366.01,FALSE
13,20-07-2012,77918.73,FALSE
13,27-07-2012,74436.73,FALSE
13,03-08-2012,83372.49,FALSE
13,10-08-2012,80436.11,FALSE
13,17-08-2012,82423.06,FALSE
13,24-08-2012,81595.37,FALSE
13,31-08-2012,80338.63,FALSE
13,07-09-2012,85014.33,TRUE
13,14-09-2012,76116.2,FALSE
13,21-09-2012,77198.61,FALSE
13,28-09-2012,75530.96,FALSE
13,05-10-2012,80908.63,FALSE
13,12-10-2012,75251.48,FALSE
13,19-10-2012,74957.33,FALSE
13,26-10-2012,71889.05,FALSE
14,05-02-2010,87917.02,FALSE
14,12-02-2010,55899.41,TRUE
14,19-02-2010,83031.73,FALSE
14,26-02-2010,78941.75,FALSE
14,05-03-2010,87081.07,FALSE
14,12-03-2010,82983,FALSE
14,19-03-2010,80887.4,FALSE
14,26-03-2010,78560.16,FALSE
14,02-04-2010,84278.19,FALSE
14,09-04-2010,80250.57,FALSE
14,16-04-2010,83225.97,FALSE
14,23-04-2010,85678.27,FALSE
14,30-04-2010,82801.88,FALSE
14,07-05-2010,84835.46,FALSE
14,14-05-2010,77685.47,FALSE
14,21-05-2010,86069.91,FALSE
14,28-05-2010,89096.18,FALSE
14,04-06-2010,83362.02,FALSE
14,11-06-2010,88029.65,FALSE
14,18-06-2010,88717.18,FALSE
14,25-06-2010,84611.64,FALSE
14,02-07-2010,90714.16,FALSE
14,09-07-2010,84067.67,FALSE
14,16-07-2010,92554.66,FALSE
14,23-07-2010,88708.89,FALSE
14,30-07-2010,90523.51,FALSE
14,06-08-2010,90670.74,FALSE
14,13-08-2010,89620.53,FALSE
14,20-08-2010,89591.89,FALSE
14,27-08-2010,87255.09,FALSE
14,03-09-2010,90882.47,FALSE
14,10-09-2010,87598.17,TRUE
14,17-09-2010,78160.28,FALSE
14,24-09-2010,78482.35,FALSE
14,01-10-2010,77368.78,FALSE
14,08-10-2010,80639.83,FALSE
14,15-10-2010,76400.47,FALSE
14,22-10-2010,75017,FALSE
14,29-10-2010,77162.62,FALSE
14,05-11-2010,79431.84,FALSE
14,12-11-2010,76829.21,FALSE
14,19-11-2010,72381.5,FALSE
14,26-11-2010,70025.37,TRUE
14,03-12-2010,72226.9,FALSE
14,10-12-2010,82697.33,FALSE
14,17-12-2010,86872.19,FALSE
14,24-12-2010,117588.65,FALSE
14,31-12-2010,55734.4,TRUE
14,07-01-2011,70335.01,FALSE
14,14-01-2011,65416.03,FALSE
14,21-01-2011,71126.18,FALSE
14,28-01-2011,60182.59,FALSE
14,04-02-2011,74569.15,FALSE
14,11-02-2011,73519.71,TRUE
14,18-02-2011,75057.65,FALSE
14,25-02-2011,74248.54,FALSE
14,04-03-2011,85526.63,FALSE
14,11-03-2011,75404.09,FALSE
14,18-03-2011,77468.02,FALSE
14,25-03-2011,77227.14,FALSE
14,01-04-2011,76068.04,FALSE
14,08-04-2011,80087.33,FALSE
14,15-04-2011,79254.56,FALSE
14,22-04-2011,83080.71,FALSE
14,29-04-2011,74093.84,FALSE
14,06-05-2011,77389.62,FALSE
14,13-05-2011,72071.59,FALSE
14,20-05-2011,80099.5,FALSE
14,27-05-2011,78782.74,FALSE
14,03-06-2011,76037.95,FALSE
14,10-06-2011,80338.3,FALSE
14,17-06-2011,78656.26,FALSE
14,24-06-2011,79332.91,FALSE
14,01-07-2011,82998.47,FALSE
14,08-07-2011,82661.34,FALSE
14,15-07-2011,83055.6,FALSE
14,22-07-2011,79666.34,FALSE
14,29-07-2011,81266.9,FALSE
14,05-08-2011,86682.47,FALSE
14,12-08-2011,81752.97,FALSE
14,19-08-2011,80928.81,FALSE
14,26-08-2011,87691.21,FALSE
14,02-09-2011,69212.39,FALSE
14,09-09-2011,89013.67,TRUE
14,16-09-2011,76045.64,FALSE
14,23-09-2011,73926.25,FALSE
14,30-09-2011,76028.85,FALSE
14,07-10-2011,81123.63,FALSE
14,14-10-2011,75554.32,FALSE
14,21-10-2011,75579.03,FALSE
14,28-10-2011,76477.54,FALSE
14,04-11-2011,77372.95,FALSE
14,11-11-2011,76645.85,FALSE
14,18-11-2011,73691.89,FALSE
14,25-11-2011,70368,TRUE
14,02-12-2011,77227.84,FALSE
14,09-12-2011,83932.93,FALSE
14,16-12-2011,93806.78,FALSE
14,23-12-2011,114671.56,FALSE
14,30-12-2011,63983.74,TRUE
14,06-01-2012,72844.33,FALSE
14,13-01-2012,73189.45,FALSE
14,20-01-2012,74446.86,FALSE
14,27-01-2012,63491.84,FALSE
14,03-02-2012,77422.08,FALSE
14,10-02-2012,79353.55,TRUE
14,17-02-2012,77463.71,FALSE
14,24-02-2012,80412.19,FALSE
14,02-03-2012,79335.68,FALSE
14,09-03-2012,80608.62,FALSE
14,16-03-2012,77449.42,FALSE
14,23-03-2012,75988.35,FALSE
14,30-03-2012,76674,FALSE
14,06-04-2012,83532.04,FALSE
14,13-04-2012,74142.16,FALSE
14,20-04-2012,76266.11,FALSE
14,27-04-2012,73752.17,FALSE
14,04-05-2012,78049.84,FALSE
14,11-05-2012,77287.63,FALSE
14,18-05-2012,74947.95,FALSE
14,25-05-2012,80985.93,FALSE
14,01-06-2012,77087.5,FALSE
14,08-06-2012,83188.13,FALSE
14,15-06-2012,70955.41,FALSE
14,22-06-2012,65240.17,FALSE
14,29-06-2012,65112.47,FALSE
14,06-07-2012,71501.75,FALSE
14,13-07-2012,64657.4,FALSE
14,20-07-2012,65059.61,FALSE
14,27-07-2012,62854.1,FALSE
14,03-08-2012,69175.16,FALSE
14,10-08-2012,67396.75,FALSE
14,17-08-2012,70352.09,FALSE
14,24-08-2012,67798.21,FALSE
14,31-08-2012,65672.02,FALSE
14,07-09-2012,71752.94,TRUE
14,14-09-2012,61123.41,FALSE
14,21-09-2012,62281.51,FALSE
14,28-09-2012,57432.11,FALSE
14,05-10-2012,65345.41,FALSE
14,12-10-2012,59971.3,FALSE
14,19-10-2012,58922.88,FALSE
14,26-10-2012,61378.96,FALSE
15,05-02-2010,27179.85,FALSE
15,12-02-2010,26463,TRUE
15,19-02-2010,26533.03,FALSE
15,26-02-2010,23617.57,FALSE
15,05-03-2010,25889.18,FALSE
15,12-03-2010,27469.84,FALSE
15,19-03-2010,23325.07,FALSE
15,26-03-2010,24164.01,FALSE
15,02-04-2010,27388.59,FALSE
15,09-04-2010,27313.37,FALSE
15,16-04-2010,29601.69,FALSE
15,23-04-2010,26601.08,FALSE
15,30-04-2010,24079.69,FALSE
15,07-05-2010,27408.03,FALSE
15,14-05-2010,25082.39,FALSE
15,21-05-2010,26086.19,FALSE
15,28-05-2010,29496.95,FALSE
15,04-06-2010,26833.38,FALSE
15,11-06-2010,27810.32,FALSE
15,18-06-2010,28860.54,FALSE
15,25-06-2010,29293.23,FALSE
15,02-07-2010,31016.51,FALSE
15,09-07-2010,28281.38,FALSE
15,16-07-2010,29924.63,FALSE
15,23-07-2010,29320.43,FALSE
15,30-07-2010,29895.76,FALSE
15,06-08-2010,31491.52,FALSE
15,13-08-2010,31840.77,FALSE
15,20-08-2010,31679.33,FALSE
15,27-08-2010,32211.66,FALSE
15,03-09-2010,29790.99,FALSE
15,10-09-2010,29278.39,TRUE
15,17-09-2010,24585.63,FALSE
15,24-09-2010,25030.1,FALSE
15,01-10-2010,25178.84,FALSE
15,08-10-2010,25330.57,FALSE
15,15-10-2010,23597.79,FALSE
15,22-10-2010,26384.88,FALSE
15,29-10-2010,25114.86,FALSE
15,05-11-2010,24823.46,FALSE
15,12-11-2010,24906.56,FALSE
15,19-11-2010,22421.67,FALSE
15,26-11-2010,23654.77,TRUE
15,03-12-2010,26337.63,FALSE
15,10-12-2010,25827.5,FALSE
15,17-12-2010,30720.87,FALSE
15,24-12-2010,45445.84,FALSE
15,31-12-2010,20045.11,TRUE
15,07-01-2011,22346.06,FALSE
15,14-01-2011,21990.05,FALSE
15,21-01-2011,22935.55,FALSE
15,28-01-2011,22431.83,FALSE
15,04-02-2011,22970.26,FALSE
15,11-02-2011,24084.67,TRUE
15,18-02-2011,26661.04,FALSE
15,25-02-2011,24653.06,FALSE
15,04-03-2011,27354.15,FALSE
15,11-03-2011,23688.32,FALSE
15,18-03-2011,24564.28,FALSE
15,25-03-2011,24886.08,FALSE
15,01-04-2011,24579.76,FALSE
15,08-04-2011,27059.33,FALSE
15,15-04-2011,25513.23,FALSE
15,22-04-2011,27927.79,FALSE
15,29-04-2011,23404.72,FALSE
15,06-05-2011,26088.3,FALSE
15,13-05-2011,25969.92,FALSE
15,20-05-2011,26559.38,FALSE
15,27-05-2011,27024.14,FALSE
15,03-06-2011,25927.22,FALSE
15,10-06-2011,26067.26,FALSE
15,17-06-2011,27614.88,FALSE
15,24-06-2011,28301.57,FALSE
15,01-07-2011,29824.39,FALSE
15,08-07-2011,27138.25,FALSE
15,15-07-2011,29034.21,FALSE
15,22-07-2011,28070.64,FALSE
15,29-07-2011,29575.36,FALSE
15,05-08-2011,30251.45,FALSE
15,12-08-2011,30242.33,FALSE
15,19-08-2011,30282.73,FALSE
15,26-08-2011,29644.12,FALSE
15,02-09-2011,31056.59,FALSE
15,09-09-2011,27925.7,TRUE
15,16-09-2011,23164.8,FALSE
15,23-09-2011,24185.99,FALSE
15,30-09-2011,23915.99,FALSE
15,07-10-2011,25600.48,FALSE
15,14-10-2011,23812.57,FALSE
15,21-10-2011,25201.48,FALSE
15,28-10-2011,24309.45,FALSE
15,04-11-2011,26502.79,FALSE
15,11-11-2011,23762.5,FALSE
15,18-11-2011,24657.97,FALSE
15,25-11-2011,25138.92,TRUE
15,02-12-2011,28211.81,FALSE
15,09-12-2011,30336.39,FALSE
15,16-12-2011,33284.59,FALSE
15,23-12-2011,44032.09,FALSE
15,30-12-2011,23034.18,TRUE
15,06-01-2012,23641.55,FALSE
15,13-01-2012,22816.64,FALSE
15,20-01-2012,22665.6,FALSE
15,27-01-2012,22292.71,FALSE
15,03-02-2012,23747.79,FALSE
15,10-02-2012,25281.13,TRUE
15,17-02-2012,23903.88,FALSE
15,24-02-2012,24882.76,FALSE
15,02-03-2012,23339.06,FALSE
15,09-03-2012,24742.8,FALSE
15,16-03-2012,25165.14,FALSE
15,23-03-2012,23164.51,FALSE
15,30-03-2012,23930.62,FALSE
15,06-04-2012,26901.99,FALSE
15,13-04-2012,21886.12,FALSE
15,20-04-2012,22804.33,FALSE
15,27-04-2012,22791.32,FALSE
15,04-05-2012,24154,FALSE
15,11-05-2012,23576.85,FALSE
15,18-05-2012,24470.62,FALSE
15,25-05-2012,28042.39,FALSE
15,01-06-2012,25057.1,FALSE
15,08-06-2012,28088.82,FALSE
15,15-06-2012,25489.89,FALSE
15,22-06-2012,27304.8,FALSE
15,29-06-2012,27830.49,FALSE
15,06-07-2012,26735.79,FALSE
15,13-07-2012,26560.7,FALSE
15,20-07-2012,25925.92,FALSE
15,27-07-2012,25322.59,FALSE
15,03-08-2012,27088.32,FALSE
15,10-08-2012,28904.28,FALSE
15,17-08-2012,26964.22,FALSE
15,24-08-2012,28684.26,FALSE
15,31-08-2012,26741.94,FALSE
15,07-09-2012,25443.47,TRUE
15,14-09-2012,22580.24,FALSE
15,21-09-2012,23665.48,FALSE
15,28-09-2012,22722.96,FALSE
15,05-10-2012,22660.98,FALSE
15,12-10-2012,21901.11,FALSE
15,19-10-2012,22798.92,FALSE
15,26-10-2012,23280.58,FALSE
16,05-02-2010,22483.89,FALSE
16,12-02-2010,23174.16,TRUE
16,19-02-2010,22786.26,FALSE
16,26-02-2010,21750.01,FALSE
16,05-03-2010,22776.28,FALSE
16,12-03-2010,23115.18,FALSE
16,19-03-2010,24442.75,FALSE
16,26-03-2010,22696.26,FALSE
16,02-04-2010,22443.81,FALSE
16,09-04-2010,21245.18,FALSE
16,16-04-2010,22882.43,FALSE
16,23-04-2010,17154.8,FALSE
16,30-04-2010,17099.49,FALSE
16,07-05-2010,19573.71,FALSE
16,14-05-2010,19109.25,FALSE
16,21-05-2010,19570.2,FALSE
16,28-05-2010,20415.15,FALSE
16,04-06-2010,21759.42,FALSE
16,11-06-2010,24773.82,FALSE
16,18-06-2010,23439.47,FALSE
16,25-06-2010,24013.34,FALSE
16,02-07-2010,27041.45,FALSE
16,09-07-2010,27588.42,FALSE
16,16-07-2010,27487.55,FALSE
16,23-07-2010,29215.16,FALSE
16,30-07-2010,27951.93,FALSE
16,06-08-2010,27391.22,FALSE
16,13-08-2010,27252.46,FALSE
16,20-08-2010,26454.22,FALSE
16,27-08-2010,27022.19,FALSE
16,03-09-2010,24693.61,FALSE
16,10-09-2010,23966.26,TRUE
16,17-09-2010,23428.3,FALSE
16,24-09-2010,23192.28,FALSE
16,01-10-2010,22509.28,FALSE
16,08-10-2010,22588.96,FALSE
16,15-10-2010,21324.21,FALSE
16,22-10-2010,21248.81,FALSE
16,29-10-2010,21020.48,FALSE
16,05-11-2010,19159.08,FALSE
16,12-11-2010,20024.5,FALSE
16,19-11-2010,19807.65,FALSE
16,26-11-2010,21917.36,TRUE
16,03-12-2010,22054.97,FALSE
16,10-12-2010,21933.09,FALSE
16,17-12-2010,25278.47,FALSE
16,24-12-2010,39597.09,FALSE
16,31-12-2010,24718.8,TRUE
16,07-01-2011,26893.8,FALSE
16,14-01-2011,22309.31,FALSE
16,21-01-2011,23152.74,FALSE
16,28-01-2011,23306.39,FALSE
16,04-02-2011,22198.96,FALSE
16,11-02-2011,20582.83,TRUE
16,18-02-2011,24092.81,FALSE
16,25-02-2011,23366.57,FALSE
16,04-03-2011,26397.44,FALSE
16,11-03-2011,23355.23,FALSE
16,18-03-2011,24204.22,FALSE
16,25-03-2011,25164.96,FALSE
16,01-04-2011,22777.05,FALSE
16,08-04-2011,22644.6,FALSE
16,15-04-2011,22575.99,FALSE
16,22-04-2011,17572.91,FALSE
16,29-04-2011,18625.62,FALSE
16,06-05-2011,20654.9,FALSE
16,13-05-2011,19858.66,FALSE
16,20-05-2011,20954.88,FALSE
16,27-05-2011,21007.62,FALSE
16,03-06-2011,22523.81,FALSE
16,10-06-2011,25201.69,FALSE
16,17-06-2011,26132.96,FALSE
16,24-06-2011,25664.46,FALSE
16,01-07-2011,27012.36,FALSE
16,08-07-2011,30124.13,FALSE
16,15-07-2011,28766.21,FALSE
16,22-07-2011,29609.59,FALSE
16,29-07-2011,30476.47,FALSE
16,05-08-2011,28812.49,FALSE
16,12-08-2011,27330.89,FALSE
16,19-08-2011,27706.94,FALSE
16,26-08-2011,27258.19,FALSE
16,02-09-2011,27970.91,FALSE
16,09-09-2011,25179.38,TRUE
16,16-09-2011,22508.24,FALSE
16,23-09-2011,23497.14,FALSE
16,30-09-2011,21188.24,FALSE
16,07-10-2011,21773.44,FALSE
16,14-10-2011,21505.83,FALSE
16,21-10-2011,19959.39,FALSE
16,28-10-2011,22103.71,FALSE
16,04-11-2011,20775.5,FALSE
16,11-11-2011,21491.32,FALSE
16,18-11-2011,20583.73,FALSE
16,25-11-2011,22036.69,TRUE
16,02-12-2011,22241.47,FALSE
16,09-12-2011,23001.46,FALSE
16,16-12-2011,26507.22,FALSE
16,23-12-2011,41615.51,FALSE
16,30-12-2011,29829.61,TRUE
16,06-01-2012,29021.71,FALSE
16,13-01-2012,25425.87,FALSE
16,20-01-2012,24395.95,FALSE
16,27-01-2012,22167.36,FALSE
16,03-02-2012,22280.96,FALSE
16,10-02-2012,21521.85,TRUE
16,17-02-2012,23543.22,FALSE
16,24-02-2012,22306.66,FALSE
16,02-03-2012,22750.55,FALSE
16,09-03-2012,22651.21,FALSE
16,16-03-2012,23404.58,FALSE
16,23-03-2012,23560.8,FALSE
16,30-03-2012,22377.14,FALSE
16,06-04-2012,22473.73,FALSE
16,13-04-2012,19892.8,FALSE
16,20-04-2012,20929.09,FALSE
16,27-04-2012,16299.97,FALSE
16,04-05-2012,18346.52,FALSE
16,11-05-2012,20785.09,FALSE
16,18-05-2012,19818.78,FALSE
16,25-05-2012,20479.92,FALSE
16,01-06-2012,21475.28,FALSE
16,08-06-2012,24021.68,FALSE
16,15-06-2012,24106.25,FALSE
16,22-06-2012,23985.32,FALSE
16,29-06-2012,25083.01,FALSE
16,06-07-2012,27381.82,FALSE
16,13-07-2012,26468.87,FALSE
16,20-07-2012,27660.33,FALSE
16,27-07-2012,25399.3,FALSE
16,03-08-2012,27032.31,FALSE
16,10-08-2012,26201.4,FALSE
16,17-08-2012,24542.28,FALSE
16,24-08-2012,24390.26,FALSE
16,31-08-2012,23143.17,FALSE
16,07-09-2012,21830.64,TRUE
16,14-09-2012,21584.21,FALSE
16,21-09-2012,21489.09,FALSE
16,28-09-2012,20949.96,FALSE
16,05-10-2012,20739.56,FALSE
16,12-10-2012,20093.44,FALSE
16,19-10-2012,20693.6,FALSE
16,26-10-2012,20163.06,FALSE
17,05-02-2010,37655.46,FALSE
17,12-02-2010,36920.11,TRUE
17,19-02-2010,36840.52,FALSE
17,26-02-2010,38648.06,FALSE
17,05-03-2010,38758.78,FALSE
17,12-03-2010,37715.57,FALSE
17,19-03-2010,35818.29,FALSE
17,26-03-2010,36382.22,FALSE
17,02-04-2010,37290.64,FALSE
17,09-04-2010,37491.36,FALSE
17,16-04-2010,41116.61,FALSE
17,23-04-2010,56385.88,FALSE
17,30-04-2010,40591.73,FALSE
17,07-05-2010,41164.4,FALSE
17,14-05-2010,37165.34,FALSE
17,21-05-2010,42512.23,FALSE
17,28-05-2010,41262.86,FALSE
17,04-06-2010,40376.32,FALSE
17,11-06-2010,42767.13,FALSE
17,18-06-2010,43084.27,FALSE
17,25-06-2010,41108.44,FALSE
17,02-07-2010,43677.19,FALSE
17,09-07-2010,40271.95,FALSE
17,16-07-2010,40504.2,FALSE
17,23-07-2010,42858.86,FALSE
17,30-07-2010,40864.52,FALSE
17,06-08-2010,38708.06,FALSE
17,13-08-2010,36476.06,FALSE
17,20-08-2010,39192,FALSE
17,27-08-2010,40625.43,FALSE
17,03-09-2010,41389.32,FALSE
17,10-09-2010,69069.8,TRUE
17,17-09-2010,41592.22,FALSE
17,24-09-2010,42785.33,FALSE
17,01-10-2010,41083.81,FALSE
17,08-10-2010,39239.01,FALSE
17,15-10-2010,38898.08,FALSE
17,22-10-2010,39905.31,FALSE
17,29-10-2010,40459.65,FALSE
17,05-11-2010,39929.89,FALSE
17,12-11-2010,40445.79,FALSE
17,19-11-2010,37809.71,FALSE
17,26-11-2010,29368.53,TRUE
17,03-12-2010,40438.08,FALSE
17,10-12-2010,39299.09,FALSE
17,17-12-2010,41655.07,FALSE
17,24-12-2010,52017.96,FALSE
17,31-12-2010,24005.42,TRUE
17,07-01-2011,59977.5,FALSE
17,14-01-2011,38694.32,FALSE
17,21-01-2011,39712.8,FALSE
17,28-01-2011,39031.51,FALSE
17,04-02-2011,39065.37,FALSE
17,11-02-2011,40954.16,TRUE
17,18-02-2011,40323.45,FALSE
17,25-02-2011,41271.71,FALSE
17,04-03-2011,43789.11,FALSE
17,11-03-2011,39679.07,FALSE
17,18-03-2011,39825.51,FALSE
17,25-03-2011,40808.12,FALSE
17,01-04-2011,36893.12,FALSE
17,08-04-2011,38612.85,FALSE
17,15-04-2011,40103.32,FALSE
17,22-04-2011,54657.52,FALSE
17,29-04-2011,40339.56,FALSE
17,06-05-2011,42229.98,FALSE
17,13-05-2011,39440.75,FALSE
17,20-05-2011,39806.07,FALSE
17,27-05-2011,40722.63,FALSE
17,03-06-2011,41683.73,FALSE
17,10-06-2011,40951.44,FALSE
17,17-06-2011,40764.7,FALSE
17,24-06-2011,42653.77,FALSE
17,01-07-2011,40934.44,FALSE
17,08-07-2011,40255.21,FALSE
17,15-07-2011,41444.58,FALSE
17,22-07-2011,40638.95,FALSE
17,29-07-2011,40060.87,FALSE
17,05-08-2011,40621.56,FALSE
17,12-08-2011,35925.12,FALSE
17,19-08-2011,36002.7,FALSE
17,26-08-2011,38388.4,FALSE
17,02-09-2011,38871.27,FALSE
17,09-09-2011,66496.04,TRUE
17,16-09-2011,55491.86,FALSE
17,23-09-2011,44586.85,FALSE
17,30-09-2011,40963.08,FALSE
17,07-10-2011,43588.63,FALSE
17,14-10-2011,39850.44,FALSE
17,21-10-2011,41051.37,FALSE
17,28-10-2011,43215.06,FALSE
17,04-11-2011,43598.21,FALSE
17,11-11-2011,42967.1,FALSE
